C=C1CCC=C(C)CC[C@@H]2[C@@H]1CC2(C)C
CC1(C)O[C@]2(C)CCC[C@]3(C)CCC[C@H]1C32
CC1=C[C@@H]2[C@@H](CC1)C2(C)C
C=C1CCC[C@@]2(C)[C@@H]3CC[C@]12CC3(C)C
CC1=C/C/C=C(/C)CC/C=C(/C)CC[C@@H](C(C)C)/C=C\1
CCCCC=CCCCCC
C=CC(C)CC(C)C
C=CCCCCCCC
CC(C)C#CC=CC(C)C
CC1=C[C@@H]2C(=C(C)C)CC[C@@H](C)[C@@H]2CC1
CC1=CC[C@@H]2[C@H]3[C@@H](C(C)C)CC[C@]2(C)[C@@H]13
CC1=CCC2[C@H]3[C@@H]1[C@]2(C)CC[C@H]3C(C)C
CCCCCCCCCC1CC1
CCCCCC(CC)CCCC
CCCCCC[C@H](C)C1CCCCC1
CC=CC(C)=CC
CC1=C2[C@@H](CC1)[C@H](C)CC[C@@H]1[C@H]2C1(C)C
C[C@@H]1CCC=C2CCC3[C@@H](C3(C)C)[C@]21C
C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@@H]1C(=C)C
C=CC=CC=CCCCCC
CC(C)(C)C1C=CC=C1
CC1CCCC2(C)C3CC(C)(C)C2CC13
CCCCCCCCCCCC(C)CCC
CC1CC2CCC1CC2
C=C(C)C1C2CCC(C2)C1C
C=C1C=CC2C(C3C(C)CCC13)C2(C)C
C#CC=CCCCCCCCCC
CC1CCC2OC(C)(C)C3CCC2(C)C1C3
C=CC=CCCCCC
CCC=CCCCCCCCCCCCCCCCC
CCC=C=CCC(C)C
CC1=CCC2(C)CC=CC(C)(C)C23CC13
C=CC1=CC2CCC1(C)C2(C)C
C=CCCCCCC=CCCCCCC
CC1=CC=C2/C=C/C(C)=C\C=C\[C@@H]12
CC(C)=C1CCC(C)=C2CC[C@@H](C)[C@]2(C)C1
CCCCCC(C)C
C#CCCCCCCCC
CCC1=C(C)CCC1
CCCC[C@@H](CCC)CCC(C)C
C=C1CCC2C1C1[C@H](C(C)C)CC[C@@]21C
CC1=CC[C@@]23C[C@H]1C(C)(C)[C@@H]2CC[C@H]3C
CC(C)O[C@H]1CCC[C@H](C)C1
C=C1C=C[C@]23[C@H](C)CC[C@H](C[C@@H]12)C3(C)C
C[C@H]1CCC2[C@H](C2(C)C)C23OC2(C)CC[C@@H]13
C[C@H]1CC[C@@H]2C(C)(C)C[C@@]3(C)CC=C[C@]213
C=C1CC[C@H]2O[C@@]2(C)CC[C@@H]2[C@@H]1CC2(C)C
CO[C@]1(C)CC[C@@]23[C@@H]([C@H]21)[C@H](C(C)C)CC[C@H]3C
C=C[C@@]1(C)C=C2CC[C@@H]3C(C)(C)CCC[C@@]3(C)[C@@H]2CC1
C1CCC(CCCC2CCCC2)CC1
C[C@@H]1CCCC2=CC[C@@H]3[C@@H](C3(C)C)[C@]21C
CC1=C2C(CC1)[C@H](C)CC[C@@H]1[C@H]2C1(C)C
CC(C)=CCC[C@]1(C)[C@H]2C[C@@H]3[C@H](C2)[C@@]31C
CC(C)=CCC[C@@]1(C)[C@@H]2CC=C(C)[C@H]1C2
CC1=CC[C@H]2[C@H]3[C@@H]1[C@]2(C)CC[C@H]3C(C)C
C=C(C)[C@H]1CC[C@]2(C)O[C@@H]2C1
C=C(C)[C@@H]1C/C=C(/C)CC/C=C(/C)CC1
C=C1CO[C@@H]2C=C(C)CC[C@H]12
CC1=C2C[C@@H]3CC[C@@H](C)[C@@]2(CC1)C3(C)C
C=C(C)/C=C/[C@@H]1C[C@@H](C)CO1
CC1=CCC(C(C)C)=C2C[C@@H](C)CC[C@@H]12
CCCC(C)(C)C
CC1=C[C@H]2C[C@@H](C1)C2(C)C
C=C(C)C1=C2CC[C@H](C)[C@H]2CC(C)(C)C1
C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3C(C)(C)CCC[C@]23C)C1
C=C(C)[C@@H]1C/C=C(\C)CC/C=C(/C)CC1
C=C1C=C2C(CC1)[C@@H](C)CC[C@H]2C(C)C
C=CCCCCC[C@H]1O[C@@H]1C/C=C\C/C=C\CC
C=C(C)[C@@H]1CCC2(C)OC2C1
CCCCC[C@@H](C)CC[C@@H](C)CC
CC1=CCC2C3C1[C@@]2(C)CC[C@H]3C(C)C
CC1=C(C)C(C)(C)C=C1
CC1=C[C@H]2OC[C@H](C)[C@H]2CC1
CC(C)CC(C)(C)C
C=C[C@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C
C=C(C)C1=C[C@]2(C)C(=CC1)CCC[C@H]2C
CC1=CC[C@H]2C(=C1)C(C)(C)CCC[C@H]2C
C=C1C[C@@]23CC[C@H]4C(C)(C)CCC[C@]4(C)[C@H]2CC[C@@H]1C3
CC1(C)[C@H]2C=C[C@]1(C)CC2
CCCCCC#CCCCCCC
C=C(C)C1=CC[C@@H](C)CC1
CC1=CC[C@@H](C(C)C)C=C1
C=C(CCC=C(C)C)[C@@H]1CC=C(C)CC1
C=C[C@]1(C)CCC[C@@H](C(=C)C)O1
CC(C)=CCO[C@@H]1C=C(C)CC[C@@H]1C(C)C
CC1=C[C@@H]2[C@H](CC1)C(C)=CC[C@@H]2C(C)C
C=C1CCC2C[C@@H]1C2(C)C
CC1=CC[C@H]2C[C@H](C(C)C)CC[C@@]2(C)C1
CC1=C[C@H]2CC[C@]1(C)C(C)=C2C
COC1=CCCCC1
C=CC(C)(C)CCC=C(C)C
C=CCCCCCCCC
C=C[C@H]1O[C@@H]1/C=C/C#CC#CC#CC
CC1=C[C@@H]2C(C)(C)[C@H]3CC[C@@H](C)[C@@]23CC1
C=C1CC[C@@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C
CCCCC[C@H](C)CCC[C@H](C)CCC
C=C1CC[C@@H]2O[C@]2(C)CC[C@H]2[C@H]1CC2(C)C
C=C(C)/C1=C/C=C(\C)CC[C@H]2O[C@@]2(C)CC/C=C(/C)CC1
C=C1CC[C@@]2(C(C)C)C[C@@H]12
CC[C@@H](C)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C
CCCC[C@@H](CC)CCCC(C)C
C=C1CC[C@H](C(C)C)[C@H]2C=C(C)CC[C@@H]12
CCCCCCCCCCC
C[C@@H]1CC[C@]23[C@@H](C)CC[C@H](C[C@@H]12)C3(C)C
CC1(C)C=C[C@@]23CCC[C@@](C)(CC[C@H]12)C3
C=C(C)C1=CC=C(C)CC1
CC1=C[C@H]2[C@@H](CC1)C(C)=CCCC2(C)C
C=C1CCCC2(C)CC[C@@H]3C[C@]12OC3(C)C
CC1=CC2=C(C(C)C)CC[C@H](C)C2CC1
C/C1=C/CC/C(C)=C/[C@@H]2[C@@H](CC1)C2(C)C
CC1=CCC[C@]2(C)[C@H]3CC[C@@]12CC3(C)C
C=C[C@]1(C)CCC(C(C)C)=C[C@H]1C(=C)C
CC(C)=CCC[C@]1(C)C2C[C@@H]3[C@H](C2)C31C
C=C(C)[C@H]1C=C[C@H](C)CC1
CC1=C[C@H]2C(=CC1)[C@@H](C)CC[C@@H]2C(C)C
C/C1=C\CC(C)(C)/C=C/C[C@@]2(C)O[C@@H]2CC1
CC1=CCCCC1
C=C1C=C2CC[C@@H](C(=C)C)C[C@@]2(C)[C@H](C)C1
C=C(C)[C@H]1C/C=C(/C)CC/C=C(\C)CC1
C=C1CCC=C(C)CC[C@@H]2[C@H]1CC2(C)C
CC1=C2[C@@H]3CC[C@@H](C)[C@@]2(CC1)CC3(C)C
CCCCCCCCCCC(C)C
C=C1CCC=C(C)CC[C@H]2[C@H]1CC2(C)C
C=C1CCC[C@@]2(C)CC[C@@H]3C[C@]12OC3(C)C
CC1=CCC(C(C)C)=C[C@@H]2[C@H](C)CC[C@H]12
CC1=C[C@H]2C(=C(C)CCCC2(C)C)CC1
C=C[C@H]1C[C@@H]1/C=C/C=C\CC
CCCCCCCCCC(C)CCCCCCCCC
C=C1C[C@@]23CC[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C
C=C1CC[C@H]2[C@@H]([C@@H]3[C@@H]1CC[C@@H]3C)C2(C)C
CCCC#CCCCC
CCCCC(C)C(CC)CCC
C=CC=CC(C)C=C
CCCC(C)CCC
CCCCCCCCCC
C=C(CC)CCCCCCCC
C=CC(C)=CCCC(=C)C
C=CC=CC#CC#CC#CC=CC
CCCCCCCOCC
CC(C)CC(C)CC(C)C
CCCCCCCC(C)C(C)C
CC=CCCCCCCCCC
CCCC(C)C1CO1
CCCCC(C)C(C)CCC
C1=CCCC2OC2CCC=CCC1
CC=C(C)CCC=C(C)C=CC=C(C)C
CC=CC=C(C)C(C)=CC
CC12CC3CC(C1)CC(C)(C3)C2
CC1=C2C3=C(C)CCCC3C2CCC1
CCC1=CC=CC1(C)C
C=CCC=CCC=CCCCCC
CC1=CCC[C@]2(C)CC=C(C(C)C)CC12
C=CCCCCCCCCCCCCCC
CCC[C@@H](C)CC
CCC(C)(C)C
CC=C(C)C=CC=C(C)C
CC1=CC[C@@H](C(C)C)CC1
C=C(C)[C@@H]1C/C=C(/C)CC/C=C(\C)CC1
C=CCC(C)=CCC
C1CCC(C2CCC(C3CCCC3)C2)C1
CCCC[C@@H](C)CCC[C@H](C)CCCC(C)C
CCCCCCCCCCCCCCCCCCCC
CCCCCCCC[C@H](C)CC
C=CCCCC=CCCCCCC
C=C([CH]CC)CC
CC(C)[C@H]1CC[C@@]2(C)OC2C1
C=C1[C@H]2CC[C@]3(C)[C@H](C2)[C@H](C)CC[C@]13C
C=C(C)[C@H]1CC[C@@H](C)[C@]12CC=C(C)CC2
C/C1=C/CC(C)(C)/C=C\C[C@@]2(C)O[C@@H]2CC1
CC=CCCCCCC=CCCC(C)C
CCCCC#CC=CCCCC
CC1=CC(C)(C)CC(C)=C1
CC(C)=CCCC1(C)OCC1CC=C(C)C
CC1=CCC2(C(C)C)C[C@H]12
C=CCCCC=CC
CCCCCCCC=CCCCCCCCC
C=C[C@@]1(C)CC=C(C)CC1
C=CC=CCCCC
CC(C)=C1CC=C(C)CCC=C(C)CC1
CCCC=CC#CCCCCCC
CCCCC=CCCCCCCCC
C=C1CC[C@H]2C(=C)CC[C@@H](C(C)C)[C@@H]2C1
C=CC1(C)CCCC(=C)CC1C=C(C)C
CCCC1CC1
C=CC(C)=CC=CC(C)=CC=C1C(C)=CCCC1(C)C
CCCC=CCOCCCC
CC1=CC(=C(C)C)CCC1
C=CCC=CC=CCC=CCCCCCCCCC
CC1(C)[C@H]2C[C@@H]3[C@H](C2)[C@@]31C
CC1CCCCCCC1
C/C1=C\CC(C)(C)/C=C/C[C@@]2(C)O[C@H]2CC1
C=CC(C)C1C=CCCC=CC1
CC1=CCC(=C(C)CCCC(C)C)CC1
C=C[C@H]1O[C@H]1/C=C/C#CC#CC#CC
CCCCC(CCC)C(CCC)CCCC
C[C@H]1CCC=C2C=C[C@H]3[C@H](C3(C)C)[C@@]21C
C1CCC2C(C1)C1CCCC3CCCC2C31
CC1(C)CCC[C@]2(C)[C@H]3C[C@@H]4[C@H](C31)[C@@]42C
CCC1CCCCCCC1CC
C#CCCC#CCCCC
C=C1COC23CC1CCC2(C)CCC=C3C
CC(C)CCC[C@@H](C)CCCCC[C@@H](C)CC(C)C
CCCCCCCCCCCCOC(C)C
CC(C)=CC[C@@H]1O[C@]1(C)C1CC=C(C)CC1
CC1CCC2CCCCC2C1
C/C1=C\[C@H]2[C@@H](CC/C(C)=C/CC1)C2(C)C
C=C(C)[C@@H]1CC[C@@]2(C)CC=CC(C)=C2C1
C=C1C2CC[C@H]3C2C(C)(C)CCC[C@]13C
CCCCC=CC1C=CCCC1
C=CC(C)=CC=CC(=C)C
CC=C(C)CCC=C(C)C
CC1(C)[C@@H]2CC[C@@]3(CO3)[C@H]1C2
C=C(C)C=C(C)CC(=C)C
C=C/C(C)=C/C[C@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@]12C
CC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)C
C=C[C@@]1(C)CC[C@@H](C(=C)C)C[C@H]1C(=C)C
C=C1[CH]C=CC=C1
C=C1CC=CC(C)(C)CC=C(C)CC1
CC1CCC2C(C)(C)C3C4OC4(C)CCC123
CC1=CC=CC(C)(C)C=C1
C[C@H]1CCC=C2CCC3C(C3(C)C)[C@@]21C
C=C=C1CCC2CC1C2(C)C
CCCCCCCCC=CCCCCCCCC
CC(C)=C[C@H]1C[C@H](C)CCO1
CC1CCC2C=CCC3C(C12)C3(C)C
C/C1=C\[C@@H]2[C@H](CC/C(C)=C/CC1)C2(C)C
C=C(C)[C@H]1CC[C@H](C)[C@]12CC=C(C)CC2
CC1(C)C[C@@]2(C)CC[C@@H]1C2
C=C1CCC2C(=C(C(C)C)CCC2C)C1
C=C(C)C1CC(C(=C)C)C(C)C(C)(C)C1
CC=CC(C)=CC=C(C)C
CC=CC1CC2=CCCCC21
CC1=CC[C@@]2(C(C)C)C[C@@H]12
C=CCCCCC=CC=CC#CC#CC#CC
CC=C1CCCC1(C)C
CCC1(C)CCCCC1
CC=C(C)C(C)(C)CC
CC=CC=CC=CC
C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C
C=C(C)[C@H]1CCC=CC1=C
C=C[C@H](C)CCC=C(C)C
CC1CCCC1
C#CCCCCCCCCC
C=CCCCC
C[C@H]1C=C[C@@H](C(C)(C)C)CC1
C[C@@H]1CC[C@@H]2[C@H]([C@@H]3C1=CC[C@H]3C)C2(C)C
C=C1CC[C@@H]2C(=C)CC[C@@H](C(C)C)[C@H]2C1
C=C1C=CCC(C)(C)[C@@]12CC[C@H](C)O2
CC(C)=C1CC[C@H](C)C12CCC(C)CC2
CCCCCOCCCC
C=C[C@@]1(C)CCC2[C@]3(C)CCCC(C)(C)C3CC[C@]2(C)O1
CC1=C2C[C@H]3C(C)(C)[C@@]3(C)[C@H]2CCCC1
C=C1CCC[C@]2(C)CC[C@H]3C(C)(C)C[C@]132
CO[C@@]12CCC(C)=C[C@H]1[C@H](C(C)C)CC[C@H]2C
CC(C)[C@H]1CC[C@@H]2[C@@H](CC[C@@H]3[C@@H](C)CCC[C@]23C)C1
CC1=CC=C([C@@]2(C)CCCC2(C)C)CC1
CC(C)=CCC=C(C)[C@H]1CC=C(C)CC1
C=C1CCCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1
C=C1CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1C
C/C1=C/CC/C(C)=C/[C@H]2[C@@H](CC1)C2(C)C
CC(C)=CC=C(C)C
C=C(C)[C@@H]1CC[C@H](C)[C@H]2CCC(C)=C2C1
CC(C)CC(C)C
C=C1[C@@H]2C[C@@H]3[C@@H](C)CC[C@@]1(C)[C@]3(C)C2
C=C1CCC2(C(C)C)C[C@@H]12
CCCCCCCCCCCCCC(C)C
CC(C)=C1C=C[C@@H](C)CC1
CC1(C)C=CC(C)(C)C=C1
CC(C)C1=CC[C@]2(C)[C@H]3CC[C@H](C3)[C@]12C
C=C(C)C1CC[C@@]2(C)CCCC(C)=C2C1
CCC(C)(C)CC
C=C[C@@H]1CC=C[C@@H]1CCCC
CCCC#CCCCCCC
C=C1CCCC(C)(C)[C@H]2C=C(C)CC[C@H]12
C=C1[C@H]2CC[C@H](C2)[C@@]1(C)CCC=C(C)C
CC1=CC2=C(CC1)[C@H](C)CC[C@H]2C(C)C
C=C(C)C1CC=C2CCC[C@H](C)[C@@]2(C)C1
C=C1C2CCC3C2[C@@H](C(C)C)CC[C@@]13C
CC1=C[C@@H]2C(=C(C)CC[C@@H]2C(C)C)CC1
C=C(C)/C=C\[C@H]1CC1(C)C
C=C[C@@]1(C)CC[C@H](C(=C)C)C[C@@H]1C(=C)C
CC1=C[C@@]23CC[C@H]4C(C)(C)CCC[C@]4(C)[C@H]2CC[C@@H]1C3
CC(C)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C
C[C@H]1CCC[C@@H]1C
CC1=CC[C@@H]2[C@H]3C(C(C)C)CC[C@]2(C)C13
C=C[C@@H]1C[C@@H](C)CCC[C@@H]1/C=C/C
CC1=C2[C@H]3[C@@H](CC[C@@]2(C)CCC1)C3(C)C
CC(C)=CC/C=C(/C)[C@@H]1CC=C(C)CC1
C=C[C@@]1(C)CC[C@H]2[C@]3(C)CCCC(C)(C)[C@H]3CC[C@]2(C)O1
C=CCCC1=C(C)CCCC1(C)C
C=C[C@@]1(C)CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@@]2(C)O1
C=C(C)CCC[C@@H](C)C1=CCC(C)=CC1
CC1=CC[C@@H]2[C@@H]3[C@H](C(C)C)CC[C@@]2(C)[C@@H]13
[CH2]CCCCCCCCCCCCCCCCC
C=C(C)[C@H]1C/C=C(\C)CC/C=C(/C)CC/C=C(\C)CC1
C=C(C)[C@H]1CC[C@@]2(C)O[C@H]2C1
CC1=CCC[C@@]2(C)C3CCC12CC3(C)C
C=C[C@]1(C)CCC(=C(C)C)C=C1C(C)C
CCC#CCCCCCCC
C=C(CCC=C(C)C)[C@H]1CCC=C(CCC=C(C)C)C1
CC(C)=CC/C=C(/C)[C@H]1CC=C(C)CC1
C=C(C)[C@@H]1CC[C@@H](C)[C@@]12CC=C(C)CC2
CCCCCCCCCCCC(C)C
C=C1CCC[C@@]2(C)CCC(=C(C)C)C[C@@H]12
C=C(C)[C@@H]1CC[C@@]2(C)CCC[C@](C)(OC)[C@@H]2C1
CCCCCCCCCCCCCCCCC
CCC1=CC(C)(C)C=C1
C=CCCCCC[C@@H]1O[C@H]1CC=CCC=CCC
C1CCCC(C2CCCCCC2)CC1
C=C(C)[C@H]1CC[C@]2(C)CCCC(=C)[C@@H]2C1
C=C1CC[C@H]2[C@@H]([C@@H]3C(C)CC[C@@H]13)C2(C)C
C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3CCCC[C@]3(C)[C@H]1CC2
CCCCCCCCCC[11CH3]
CO[C@]1(C)CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@H]21
C=C1CC[C@]23C[C@@H]1C(C)(C)[C@H]2CC[C@H]3C
C=C1CCC(C(=C)CCC=C(C)C)CC1
C/C1=C/C/C=C(C)/C=C\[C@@H](C(C)C)CC/C(C)=C/CC1
C=CC(=C)CC[C@H]1C(=C)CC[C@H]2C(C)(C)CCC[C@]12C
C=C(C)[C@H]1CCC2(C)OC2C1
C=C(C)[C@H]1C=C2[C@@H](C)CC[C@@H]2[C@H](C)CC1
C=C(CCC=C(C)C)[C@@H]1CCC=C(CCC=C(C)C)C1
C[C@H]1CCC2=C1C[C@H]1CC[C@]2(C)C1(C)C
CC1=CC[C@]2(C(C)C)C[C@H]12
CC(C)=CCCC1(C)[C@H]2CC=C(C)[C@@H]1C2
CCC1CCCCC1
C=C(C)[C@@]1(C)CC[C@]2(C)O[C@@H]2C1
C=C1C=C2[C@@H](CC1)[C@H](C)CC[C@@H]2C
C[C@@H]1CC[C@@H]2C([C@H]3C1=CC[C@H]3C)C2(C)C
CCCCCCCCCCCCCCC
CC(C)C1=CC[C@H](C)C2=C(C1)[C@@H](C)CC2
C=C1C2CC(C2)C1(C)C
C=CC(=C)CCC=C(C)C
CC(C)=CCC[C@]1(C)C2CC=C[C@@H]1C2
C=C(C)[C@]1(C)CC[C@@]2(C)O[C@H]2C1
C=C1CCC23CCCC(C(C)C)C2C13
C=C1CC/C=C(/C)CC[C@H]2[C@H]1CC2(C)C
C=C(C)[C@@H]1CC=C(C)CC1
CC(C)=CCC[C@H](C)[C@@H]1C=CC(C)=CC1
CC(C)=CCCC(C)[C@@H]1C=CC=CC1
C=C1CCC(C(C)(C)C)C2C=C(C)CCC12
C=C1CC[C@@H]2CC1C2(C)C
C=C1/C=C\[C@@H](C(C)C)CC/C(C)=C\CC1
CC1=CC[C@@H]2C(=C1)[C@@H](C)CC[C@H]2C
C=C1CCC[C@]2(C)CC[C@@H](C(C)C)CC12
C=C1CCC23C(C)CCC(C(C)C)C2C13C
C=C[C@@]1(C)CCC(C(=C)C)CC1C(=C)C
C=C[C@@]1(C)CCC(C(C)C)=CC1C(=C)C
CCCCCCCCCCCCCC
CCCCCCCCC
CC(C)[C@]12CC[C@](C)(CC1)O2
C1CCCCCCCCCCCCCCC1
C1CCCCCCCCCCC1
CCCCCCCC(C)C
CCCCC=CC1CC=CC1
